event_year,event_month,topic,speaker,speaker_profile_url,category,learn_points,video_url,upload_date,duration_seconds,transcript_path
2018,,Injection Attacks: Defending an Application Takedown,Andy Nelson,@Anelson425,Application Security,"With the release of the OWASP (Open Web Application Security Project) Top 10 for 2017, injection is again at the top of the list. As software engineers, most of us are aware that injection attacks exist. However, we are rarely aware of how easy they are to perform or what it takes to defend them. In this talk, I will create a simple test application that has some injection vulnerabilities that you might find in applications you work on today. Then I will show you how easy they are to exploit both manually and with “h4ck3r t00lz”. Lastly, I will show you how to change your code to defend against these attacks. If you are a software engineer that wants to have a better understanding of how easy it is to defend your application, then this talk is for you.",https://www.youtube.com/watch?v=zKKsiD_R0mI,20140601,543,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Application-Security/zKKsiD_R0mI.txt
2018,,Classify me plz,Ryan,@awsmhacks,Security Architecture,"Access management services are providing attackers insta-pwn capabilities. I'll demonstrate how devices meant to protect the network actually provide an avenue of attack. Apologies ahead of time, you might have to go back in to work tonight.",https://www.youtube.com/watch?v=sdC31u3VUrk,20180922,2117,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Architecture/sdC31u3VUrk.txt
2018,,Getting started in a security career,Mark Bayley (@dispareo),,Career Development,For budding hackers - how to go from 0 IT experience to being a security practitioner,,,,
2018,,How to Pull the Privacy Plug,Mark Bayley,,Governance,"The focus will be on getting completely away from Google's prying eyes, and what products to use that are viable alternatives. I have completely moved away from ALL google products and would like to share the good, the bad, and the ugly. Secondary focus will be on also moving away from other privacy violators such as LinkedIn, Facebook, etc.",,,,
2018,,Privilege Escalation in Mechanical Master-Key Systems,Arden Meyer,@DSM_Locksport @SecDSM @that_guy_ego,Physical Security,"The mechanical pin and tumbler locks we use on our homes, schools, and businesses have not changed much in over 100 years. Sure, there have been some exotic new designs but most are just not fiscally feasible compared to their relatively minor improvements (if any) in security. A feature desired on large scale deployments is called Master Keying, which allows for many unique key/lock combinations while supporting multiple permission levels commonly referred to as ""janitor keys"" or ""security keys"" that can open multiple locks. While these systems are still in use around the globe in medium-to-large scale businesses, schools, and government buildings, they are also susceptible to what some consider to be the original privilege escalation attack. We will talk about an optimization attack against the most common master keyed lock systems in use today, reducing the potential attack surface from 1,000,000 permutations for an SC4 keyway system down to 42 steps to find the highest privilege key.",https://www.youtube.com/watch?v=OVp_NVTQGEM,20180922,1648,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Physical-Security/OVp_NVTQGEM.txt
2018,,Going off The Grid - Disappearing in a world that keeps track of everything,Mark Bayley,,Governance,"This talk will discuss how to erase digital and physical footprints, find and scrub your information and how to become invisible.",https://www.youtube.com/watch?v=Xu1VhqsXJUY,20131210,387,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/Xu1VhqsXJUY.txt
2018,,Hacking Labs 101 - Lets Pop Some Shells!,Ryan Moore,"twitter, whatever",Risk Assessment,"A demo and overview of the tools needed to start hacking servers (aka popping shells) and an introduction to some of the better, free hacking lab resources out there, including HackTheBox, VulnHub, and ImmersiveLabs.",,,,
2018,,MMFml - Abusing Memory Mapped Files,"Parker Crook, Ben Holder",twitter,Security Operations,Never responded to email. removing,,,,
2018,,The Big Security Short,Kevin Shekleton,@kpshek,Governance,"It wasn't that long ago when hackers and security researchers publicized 0-day vulnerabilities, much to the chagrin of the companies whose software they were testing. After several years, the two communities have largely reached an accepted compromise in the form of coordinated disclosure. Google's Project Zero is a one of the most prominent groups in which their security researchers follow a 90 day coordinated disclosure policy. However, there are some within the security research community that are pushing back against the notion of responsible disclosure, arguing that research is being undervalued by the very companies that directly benefit from their hard work. These researchers argue that the security research community not only needs to command a higher profit for their work, but that they need to demand companies take a stronger stance to improve their security posture. Leading the forefront of this controversial movement is a security research firm that is focused on improving security in a particular field: healthcare. Join me as we examine a retrospective of their security research and the legal and financial repercussions...as well as a broader analysis to see if this is an isolated event or indicative of a much larger trend...",,,,
2018,,You Are Here,Aaron Crawford,@squirrelsnabrrl,Career Development,"How can you get started contributing to the community through participation at Sec KC? Sec KC is the most open and largest information security meetup in the world, with several opportunities arise for speaking and sharing research and information. The meetings are the safest in the world as all ideas and their exchange are protected, but how do you get started? What do you have to talk about? What resources do you have at your disposal? Sec KC is an amazing resource and platform for the security community, and this brief talk will cover: 1. How to give a talk at Sec KC 2. How to choose a topic 3. How to compile a talk with slides/visuals 4. What resources are available to speakers? 5. Why you don’t have to worry presenting at Sec KC (why we have your back)? 6. Getting over shyness/presentation jitters/introversion/excuses 7. You gave your talk now what? This talk can be 10 minutes or up to 45/50 minutes. The purpose of this talk is to get everyone out of their seats and into the mode of thinking about their talk for the next meeting. Additionally, if any wallflowers are toying with the idea of a talk I want to encourage them and get them everything they need to present at a meeting.",,,,
2018,,Aftermath: Proper Postmortem Planning and Care for Security Operations,Aaron Crawford,@squirrelsnabrrl,Security Operations,"Are you taking every possible precaution to ensure that your security assessments don’t result in any damage? Have you ever had someone not trust you after learning what you do for a living? Can your actions during a security assessment cause lasting damage to a client? Does your job in security cause mental health troubles? If you’ve ever wondered about these and many more Aaron Crawford sits down and shares over twenty-three years of experience in the security industry with things you’ve never considered before. Addressing preplanning legal pitfalls all the way to mental aftercare that can easily be applied and should become a standard practice. Learn how to carefully plan a security assessment with several key steps that most professionals overlook to ensure the best care for your clients and yourself. These are the items that no one has ever discussed, until now. Prepare to step away with a more thorough and impactful tool-set for your security assessments. This brief talk and discussion will cover: 1. What can go wrong 2. What aren’t you considering 3. Client fallout from security assessment impacts 4. More than just vulnerabilities 5. Repercussions of a security assessment 6. What is trust? 7. Regaining trust of everyone and everything 8. How to make checklists 9. Getting legal help 10. Aftercare and how to take care of yourself 11. Summary and resources This talk can be 10 minutes or up to 45/50 minutes.",,,,
2018,,I DO NOT CONSENT: The Rise of DNA Tracking,Aaron Crawford,@squirrelsnabrrl,Governance,"Technology can open doors to new and additional capacities, while stripping away privacy and safety. Aaron Crawford, of the Insider Security Agency gives us a full run-down of DNA tracking technologies, their applications and security vulnerabilities. Discovery what will be exposed as the “human cookie” technology. In addition, learn how to identify and protect yourself against unwanted surveillance and tracking technologies. This brief talk and discussion will cover: 1. What is DNA tracking? 2. How is it being used? 3. What are my rights? 4. How can I identify the use of DNA tracking? 5. Cleanup on aisle thr33 6. Security vulnerabilities 7. FULL DISCLOSURE RELEASE on security findings 8. What can you do? 9. Summary and resources This talk can be 10 minutes or up to 45/50 minutes.",https://www.youtube.com/watch?v=t23UnDTsqio,20190514,897,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/t23UnDTsqio.txt
2018,,Tactical Guerilla Marketing for SecKC,Aaron Crawford,@squirrelsnabrrl,Career Development,"Few remember the humble beginnings of SecKC from the days of Gert’s grill. Now SecKC has become the largest monthly information security meetups in the world. How did it get this big and how can you help to grow it even bigger? Even better how can you contribute and score big? Learn from a marketing and design professional, how to effectively market through social media SecKC and yourselves. Discover how to build your own brand and help promote SecKC. This brief talk and discussion will cover: 1. Where did it all come from? 2. Where is SecKC now? 3. Where can we all take SecKC? 4. How to use social media channels 5. Marketing your message 6. Choosing distribution channels for your message 7. Get different and don’t be afraid 8. Hidden personal benefits for you 9. What’s next? 10. Summary and resources This talk can be 10 minutes or up to 20 minutes.",https://www.youtube.com/watch?v=Jhak0hezZfg,20141231,796,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Career-Development/Jhak0hezZfg.txt
2018,,Malicious Hardware in Shared Resource Environments,Aaron J. Scantlin,@sysaaron,Security Architecture,"Shared resources are ubiquitous today, primarily in the form of WiFi networks, public computers and cloud resources. While the latter is outside the scope of this talk, Aaron is going to discuss the chain of trust in shared computing and show you just how much risk is accepted when you utilize networks and computers that are outside your control.",,,,
2018,,Armory - External Pentesting Like A Boss,Daniel Lawson,twitter @fang0654,Risk Assessment,"I’ve been developing a tool for the past year that makes handling large scopes far easier. It uses a database backend for managing discovery, network mapping, domain mapping, ports, services, and credentials. It allows you to quickly find the low hanging fruit and focus on the deep diving that turns up the juicy vulnerabilities.",https://www.youtube.com/watch?v=1ZqJBLaPuz4,20140613,615,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Risk-Assessment/1ZqJBLaPuz4.txt
2018,,"Shut your pi-hole! Running an ad blocking, malware stopping local DNS server at home for fun/not profit.",Eric Evans aka ESquared,Any,Security Operations,"How to install, configure, and maintain a local DNS server on your home/lab network. Using a raspberry pi and a little bit of knowledge to block ads, stop malware, and be aware of what is going on in your home network. Requires 0 DNS experience and just a little time.",https://www.youtube.com/watch?v=tyV1N5fPpXY,20150323,1200,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/tyV1N5fPpXY.txt
2018,,So...about that large cache of uhh data you have there,John Stauffacher,@g33kspeed,Security Operations,"So...about that large cache of uhh data you have there: An interesting tale from the Trace3 IR team involving Google, a Filemaker Pro Database, a Mac Mini that hadn't been turned off in over 4yrs, a plastic surgeon, an insurance company and a whole treasure trove of Workers Compensation data ( which is *not* considered PHI - go figure). This is a fun one in that it is a prime example of everything you don't want to have happen with data that you are entrusted with. In this scenario our client was notified by one of it's clients that certain customers of theirs had found data pertaining to their workers compensation cases through a simple Google search. What started out as a simple investigation into ""how did it get there"" lead our team down some interesting rabbit holes, and oddball conversations with our clients legal team -- who just happened to be running point on this investigation. Share in our collective adventure as we set forth to educate, enlighten and hopefully amuse you.",,,,
2018,,haKC THE POLICE,Bill Swearingen,@hevnsnt,Security Operations,"PULL OVER! No it is a cardigan, but thanks for noticing! After getting a nasty speeding ticket, OG SecKC HA/KC/ER hevnsnt dedicated a month reverse engineering speed measurement devices and developed homebrew countermeasures. Come learn how police RF (X, K, KA) and Laser speed detection systems work and how to implement your own homebrew jamming countermeasures on the cheap, essentially making your vehicle invisible to law enforcement. This SecKC talk is bringing the hacking back, and is illegal in all 50 states. You better be able to think fast to keep up with this talk and prepare to get home in record time.",,,,
2019,,Erasing your digital footprint; how to disappear from the web,"just me. PLEASE DONT PUBLISH MY REAL NAME! Instead, maybe: dispareō. Latin. To vanish, disappear",,Governance,"The vast tentacles of the internet keeps and tracks a nearly incomprehensible amount of information and data points on every individual. This talk will focus on erasing one's digital fingerprints, identifying and removing sources of information (such as public records) and what browsers track - as well as how to mitigate them. It will also discuss what companies track and why they track it - as well as why consumers should stop letting them. This is a talk where a healthy dose of paranoia meets actionable steps one can take to keep their identity safe.",,,,
2019,,Not just script kiddies,"me (Dont display my name!!!!!) Instead, please display Dispareo",NONE,Career Development,"This could be a family friendly talk if SecKC ever does one. However, it works as a stand-alone talk as well. During this talk, I will discuss programs for parents of younger learners (namely, Middle school and above) and will discuss programs to help children grow in cybersec and coding such as FIRST LEGO League, Google's Coder Dojo, MS/HS CTF events (there are a few) and online places to hone skills,",,,,
2019,,The Russians Are Coming,James Liggett,@doomsdaythreats,Threat Intelligence,"""It is highly probably that you might have FancyBears or Cozybears are attempting to access your networks"" A quick presentation reviews major changes in international environments that have led to some major changes in Russian cyber operations. This talk is based on an aggregation of open source data and open threat intelligence but is designed to help break out some of the APTs and make intelligence more understandable and more usable. After reviewing APT's tactics, techniques and procedures, some remediation strategies are presented for individuals and organizations, with the goal of stopping bad threat intelligence.",,,,
2019,,"My Users Can’t InfoSec, And It’s Everybody Else’s Fault But Mine",Dave Cochran,@dave_cochran (twitter),User Education,"Everyone has heard (or possibly told!) the stories - nay, sagas - from infosec veterans of users who Just Don't Get It. Thing is, we've had a computer-centered workforce for at least two decades, and people are still having trouble with what we would consider ""the basics"". In my talk, I will offer both camaraderie and counsel, insight and instruction, along with a healthy helping of snark, as we explore the whys and wherefores behind this phenomenon, and discuss what - if anything - can be done about it.",,,,
2019,,Cryptography 101,Caleb Christopher,,Security Architecture,-----BEGIN TALK DESCRIPTION----- MIIBBgKBgDI/ranPo8MDfguQfSzqg7mtNlUJLLBK7tlVALyk42agbLTSFcZbs9Yw t3nSe9yNzZB9ZVrL3O9GXkEb6xvj3dqrog+wWOeFCqNV7BuJNYYC/ef4vlnUFQdwyswbd7d198qjWBZ7MiZRXxX8qKRln+osTvsDYOMZk93k0cGZgyuJAoGAHkgFohgAnH93kDPjN4sHaT9WsmZ4ailbMtcnWuLizTRJ2sdGjNrpuwT1R+x1nlYHOeDUSOu6De0kQJX+HZuQCoha6THsdgcV297krN22FwsDZ1PItXLIr5oC7zcNQaDyAJOIv6BCufHQ0IR+L9b9esniMbF8yV0d7EVAaBJiyRk= -----END TALK DESCRIPTION-----,,,,
2019,,Infosec in k12 education,Joel kershner,@asmodianx2000,Governance,"K-12 education is a very unique environment, night and day difference between most for profit industries in this overview i will share my own experiences with regulatory issues (both real and imaginary) mission critical activities and obsticles in K12 infosec.",,,,
2019,,The Weighted Decision Matrix - Making the best choice when they're all good options,Caleb Christopher,,Governance,"You have to pick something. Too many options! You already know what WON'T work for you, but of those remaining, which is the BEST? A weighted decision matrix takes a list of factors that matter to you and helps you to objectively compare various options to find which is the BEST fit. In this talk, you will learn what a weighted decision matrix is, how to make one, and how to use it to make objective decisions. Using this, you can remove contentious debate and speculation so everyone can openly see the decision path and agree on the outcome.",,,,
2019,,,Eric Guillen & Lauren Proehl,@ericsguillen aka geoda,,,,,,
2019,,Incident Response Basics,Sampson Chandler,https:///www.linkedin.com/in/sampson-chandler/,Security Operations,"I will discuss basics of Incident Response including developing policies, plans, and general tips.",,,,
2019,,Encryption is Sexy,Aaron Goldblatt,https:///apod.nasa.gov/apod/astropix.html,Security Architecture,"Encrypting data in transit has to happen, even inside your perimeter. Using SSL/TLS certificates without massive cost overruns or outages requires managing this infrastructure. Here's how to get started.",https://www.youtube.com/watch?v=HWuXfK_YjGA,20160315,3888,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Architecture/HWuXfK_YjGA.txt
2019,,12345,Aaron Gulick (v01dnet),kaliblue05 (Instagram),Risk Assessment,Pentesting of Corperate Systems: Statistics & Findings,,,,
2019,,GDPR GAF (Give a F*ck),Quinten Sepe,@Q_Dog,Governance,99 articles of legal mombo jumbo. What’s generally important about all this general data protection? The baseline of what you actually need to know when it comes to the EU’s GDPR (General Data Protection Regulation).,,,,
2019,,Hacking GIS,Joel Kershner,@asmodianx2000,Risk Assessment,Geographic information systems is a way to corre,,,,
2019,,,Ari Ramcharan,@AriRamcharan,,,,,,
2019,,Installing Kali on a VM,"Dispareo, Mark Bayley",LinkedIn,Risk Assessment,"For those who are new to InfoSec or Pentesting this will teach them how to install Kali on a VM. This will be required for for the following month's ""Hack your First Box""",,,,
2019,,Hack your First Box,"Dispareo (Mark Bayley), SysAaron",Linked In,Risk Assessment,"This will be a walk through workshop of a boot2root VM. Most people learn by doing, so this will help them run the commands themselves and become familiar with the actual commands and scripting part. This will take a VM downloaded from VulnHub, and walk through on the big projector how to hack into a box, beginning from Nmap and ending with cat root.txt. This will be a very easy box, and the participants will follow along and run commands themselves.",https://www.youtube.com/watch?v=OtwvBpJ6vjI,20140815,4031,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Risk-Assessment/OtwvBpJ6vjI.txt
2019,,Writing Tips for Security Reports,Matt Danda,none,Governance,"Reporting is the final and potentially most important phase of an assessment. This talk discusses the characteristics of good writing and the general structure of assessment reports, and it concludes with some real-world tips for improving your writing style.",,,,
2019,,Hack Like an APT,James Liggett,https:///www.linkedin.com/in/james-d-liggett/,Threat Intelligence,"We here threat data all the time about Advanced Persistent Threats, and there are so many funny names and numbers (APT10, CozyBear). It is hard to keep track and use any of the data in a meaningful way. This speech, created from aggregated open source data, details about APTs. What are APTs, how do they view the battlespace, what enablers and tools do they use. And some defense and response strategies.",,,,
2019,,Everything needed to become a cybersecurity expert -- an academic perspective,Yongzhi Joe Wang,https:///www.linkedin.com/in/yongzhi-wang-8a09a3171/,Career Development,"In this talk, I will discuss required skills and knowledge that transform a novice into a cybersecurity specialist. The talk will also discuss several popular cybersecurity certificates, as well as books. In the end, I will introduce Park University 's bachelor's and certificate program.",,,,
2019,,Attacking Active Directory - Part 6,awsmhacks,awsmhacks,Risk Assessment,It's been about a year since the Attacking AD series and I wanted to provide some updates on what Attacking AD looks like in 2019. Then OF COURSE I'll have some new attacks I'm betting you aren't prepared for. Let's pwn some sh!t,,,,
2019,,A side by side comparison of PowerShell & Python,Josh Rickard,"@MSAdministrator, https:///letsautomate.it",Application Security,"Are you familiar with PowerShell? Is your go to language Python? Do you want to start (or continue) automating everyday tasks? Whether your a PowerShell wizard or a Python novice, this talk will help you understand the basics of these two powerful languages. During this talk I will give a side-by-side comparison of a PowerShell Core Module & Python package. This fast paced talk starts with how to install and use each language and will cover the basics of variables, how to install and use third-party libraries, interacting with APIs, creating scripts, functions/methods, and ends with an introduction to Classes.",https://www.youtube.com/watch?v=NGdLb278adw,20150918,678,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Application-Security/NGdLb278adw.txt
2019,,Heads: The other side of Tails,Sebastian McMillan,https:///github.com/SebastianMcMillan. The closest thing I have to social media.,Security Architecture,"This is how to use the power of many open source projects to take hardware security to an entire new level. Leveraging the Linux kernel loading capabilities of Coreboot and the compartmentalization of Qubes OS, we move the root of trust from the OS to the firmware.",,,,
2019,,OSINT update,Ginsberg5150,Ginsberg5150 #SeKC #Fuckfivedollars #Dontyoubleedonthathoodie,Threat Intelligence,A look into the modern OSINT scene. Start with basic search preferences and move into more advanced searches. Dont care if you learn anything. I still think its fun. :-),,,,
2019,,Cite Your Damn Sources,"InfernalK (Id rather not have my real name published, just to keep the separation between my $work and my $personal stuff very distinct)",@tougekayla - Twitter,User Education,"A quick howto on how to cite your sources and inspiration for presenting cool new things to an unfamiliar audience, without stealing someone else's work.",,,,
2019,,Intro to Lockpicking,Ari Ramcharan,@AriRamcharan linkedin.com/in/AriRamcharan,Physical Security,This talk will cover the basics of how locks work and how to bypass locks through picking and raking.,,,,
2019,,Container Crisis 3: More Containers More Problems,Nate Johnson (aka. Caprico),Twitter: @suprn8,Security Architecture,"This talk is an overview of Docker, where you will discover what it is, its implementation and how it can be incorporated into security. Nate Johnson guides us through an introduction to Docker complete with a demonstration of how he found and assisted in taking down a botnet that utilized Docker. Walk away from this talk knowing how to effectively and securely use Docker to augment your security toolbox.",,,,
2019,,O365 Forms in 5 minutes,Peter Lang,LinkedIn.  That's it.  Hard to believe.,User Education,Survey done easy,,,,
2019,,Bridging the Talent Gap- The case for recruiting from rural areas,Luke Polson,Twitter: @wobbleboxi,Career Development,We see the headlines talking about the infosec talent gap almost every week. As an industry we are hungry for new recruits. I contend we have a mostly untapped talent pool practically outside our back door. This talk will make the case for why recruits in rural areas are attractive for us as a community and why we should be paying more attention to recruiting our rural neighbors.,https://www.youtube.com/watch?v=MWZxdcwTWRQ,20160315,699,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Career-Development/MWZxdcwTWRQ.txt
2019,,A Bitcoin For Your Thoughts,Sophia Crossen,casual encounters only,Governance,"Intro to cryptocurrency, mining and distributed computing, the anatomy of a transaction, blockchain basics and anonymity",,,,
2019,,Steganography 101,Arden Meyer,@that_guy_ego,Security Architecture,"A ""choose your own adventure"" style talk beginning with a high-level understanding of Steganography, drilling down into media options, then techniques, ending with an example of encoding & decoding messages.",,,,
2019,,Attacking Active Directory pt. 6,awsmhacks,@awsmhacks,Security Operations,"It has been a while since I covered attacks and techniques used to pwn Active Directory environments and I've got some new tricks up my sleeve (under my hood?). We'll briefly reminisce the attack theory, check out new features added to some of my favorite tools, AND, since you've all fixed the vulns i was using to steal passwords(see parts 1-4 on my github), take a look at the new-new i'm using to gobble up yo account credentials. Come see what the bad guys are up to in this follow-up and find out what happened to part 5 :)",,,,
2019,,Artificial Intelligence for Security Applications in 15 Minutes and Under $100,Aaron Crawford,@Insider_Agency,Security Architecture,"Too many vendors and influencers wax endlessly about Artificial Intelligence but what exactly is it? How does it apply to security? How can you get started doing your own research and applications? Discover from one of the leading independent researchers in the field how to quick start your path into artificial intelligence for security, complete with hands on examples. Go beyond the marketing buzzwords and word salad to learn how Artificial Intelligence can be used in security and how you can get started for under $100.",https://www.youtube.com/watch?v=8inHqSeOdps,20140601,1438,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Architecture/8inHqSeOdps.txt
2019,,Know You Tools: vi,Andy Beals,@bandy,User Education,"If you only use arrow keys, insert mode, backspace, maybe search, and ESC :wq - you make me cry every time I have to watch over your shoulder as you edit.",,,,
2019,,SSH Host Key Fingerprinting for Fun and Profit,rsaxvc,rsaxvc,Security Operations,Learn to locate ethereum mining rigs and other embedded devices using Shodan.io and shared SSH host public keys,,,,
2019,,Fuzzing for Security Vulnerabilities,Andy Nelson,anelson425,Risk Assessment,"Software engineers commonly test our code as part of the development lifecycle. Part of that testing includes testing the inputs of our applications. However, most of the time our inputs are a set of pseudo random inputs. Fuzz testing takes input testing to another level by removing the well-defined input and replacing it with truly random inputs. Targeting an asset with random inputs allow the attacker to find new attack vectors. Creating a bug by finding memory related errors, race conditions or any undefined behavior, gives an attacker the ability to exploit the system in ways you might not have thought of. In this talk, I will give an overview of fuzz testing, how it can be used to find vulnerabilities and demonstrate how it is done. If you want to learn how to do some security vulnerability testing, this talk is for you.",https://www.youtube.com/watch?v=EhdOzIkukwk,20160629,781,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Risk-Assessment/EhdOzIkukwk.txt
2019,,More about automated reverse engineering ICS networks,Brent Stone,https:///github.com/brent-stone,Security Architecture,"Brent will follow up his 2019 DEFCON talk ""Reverse Engineering 17+ Cars in Under 10 Minutes"" with more details about how to create tools that automate analysis of Industrial Control System (ICS) networks.",,,,
2020,,How to disappear from the Internet,Alex Kloster,twitter.com/klosnet + linkedin.com/in/aekloster,Threat Intelligence,"Extreme Privacy, and what it takes to disappear from the internet, combining disinformation and OSINT",,,,
2020,,Deepfakes: And now I fuck your mom,Jimmy the Red,None.,Threat Intelligence,"Looking at creating and offensive use of Deepfake (image, video, speech). I will discuss disinformation, deepfakes, targets, growth, and how we, and truth, are fucked",,,,
2020,,Software Security Assurance and Security Champions,Greg Lauer,youtube,Application Security,Learn about Software Security Assurance programs and how security champions expand the security resources.,,,,
2020,,Working title.. but thinking <How to get Super Honorably Mentioned: SANS Holiday Hack Challenge 2019 Review>,Eric Guillen aka geoda,@ericsguillen (twitter) @geoda (slack),Security Operations,"(Description in progress...) Every year, SANS puts on a Holiday Hack Challenge around the holidays. This year was titled KringleCon 2: Turtle Doves. This was the first time I decided to actually sit down and give it a go. I will go over lessons learned from completing this challenge, the effort put in, and what it takes to get a Super Honorable Mention. There may be some spoilers from the challenge, so be warned. But know that all official answers have already been posted.",,,,
2020,,Making MITRE ATT&CK Actionable,Josh Rickard,Twitter (@MSAdministrator),Threat Intelligence,"MITRE ATT&CK provides security teams with a framework to assist with detecting attacks and the techniques used by malicious actors. Currently, using MITRE ATT&CK generally entails an intensely manual processes since MITRE ATT&CK is strictly text-based. In order to build detections or create defense strategies using ATT&CK, security practitioners must have deep technical knowledge of attack phases (Tactics) as well as experience (and knowledge) in specific procedures (Techniques) used by attackers. Security teams can use ATT&CK to build defensive objectives (strategies) but lack the ability to make these objectives actionable. During this talk, I will discuss two open-source projects (pyattck & PSAttck) I have released to assist with making MITRE ATT&CK actionable. These open-source tools are focused towards security practitioners and enables them by providing additional information as it relates to MITRE ATT&CK techniques, actors, and tools. By enriching MITRE ATT&CK using multiple open-source projects, security professionals have access to potential commands, detections and queries related to attacker techniques as well as known targets, operations, and additional tools used by actors not included within ATT&CK's dataset. You also have access to additional names and data points which enables offensive teams when selecting tools and C2 infrastructure. Having access to this additional context, security professionals can now search their logs for potential commands related to a specific technique, retrieve potential detections & queries to assist with making MITRE ATT&CK actionable. By providing this additional (actionable) context, security teams can begin using ATT&CK on day one.",,,,
2020,10,,Speaker Submission,,Governance,,,,,
2020,11,,Speaker Submission,,Career Development,,,,,
2020,2,,Speaker Submission,,Governance,,https://www.youtube.com/watch?v=la1azEPMhbQ,20200513,7034,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/la1azEPMhbQ.txt
2020,2,Security,Matt Danda,,Security Operations,,https://www.youtube.com/watch?v=jkl5NJrRKgA,20170918,2480,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/jkl5NJrRKgA.txt
2020,2,Email Forgery,Joel,,Security Operations,,https://www.youtube.com/watch?v=TIDas-CKpeU,20141013,1980,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/TIDas-CKpeU.txt
2020,2,SMTP Header analysis,Aaron,,Security Operations,,https://www.youtube.com/watch?v=la1azEPMhbQ,20200513,7034,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/la1azEPMhbQ.txt
2020,3,,Speaker Submission,,Governance,,https://www.youtube.com/watch?v=01v3e0wBGUQ,20200513,5328,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/01v3e0wBGUQ.txt
2020,3,SecKC 101 — Welcome to SecKC,@archwisp,,Career Development,,https://www.youtube.com/watch?v=01v3e0wBGUQ,20200513,5328,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/01v3e0wBGUQ.txt
2020,3,More about automated reverse engineering ICS networks,@Brent Stone,,Security Architecture,,https://www.youtube.com/watch?v=01v3e0wBGUQ,20200513,5328,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/01v3e0wBGUQ.txt
2020,3,How I haKCed my way to Super Honorable Mention: SANS 2019 Holiday Hack Challenge,@ericsguillen,,Security Operations,,https://www.youtube.com/watch?v=01v3e0wBGUQ,20200513,5328,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Security-Operations/01v3e0wBGUQ.txt
2020,4,,Speaker Submission,,User Education,Computer with a web browser | Internet Connection | Zoom Client installed | Participants will visit a website with a terminal emulation window and all exercises will be done through your browser! No need to install any hacker software or VMs!,,,,
2020,5,,Speaker Submission,,Governance,,,,,
2020,8,,Speaker Submission,,Governance,,https://www.youtube.com/watch?v=rZ-SN5l1xos,20200830,1276,https://github.com/hakceracademy/seckc-academy-resources/tree/main/transcripts/Governance/rZ-SN5l1xos.txt
2020,9,,Speaker Submission,,Governance,,,,,
2020,9,,,,Career Development,So what is this Discord + YouTube arrangement? Basically it works like this: One person will be the stream director. Stream director connects with the speaker(s) via a direct video chat...they pop the window open and stream that window to the world via OBS,,,,
2020,9,,,,Career Development,"People hang out and watch the stream together in whatever channel they like. Once the talk concludes, speaker(s) move into the group channel to do q&a and hang out",,,,
2021,,Testing the submission Form,Eric Guillen - TESTING,geoda,Governance,Testing the submission form. This should be sent as an email but also added to a google doc.,,,,
2021,,Eric Guillen - TEST 2,Eric Guillen - TEST 2,Eric Guillen - TEST 2,Governance,Eric Guillen - TEST 2,,,,
2021,,eric - sorry for spam again..,eric - sorry for spam again..,eric - sorry for spam again..,Career Development,eric - sorry for spam again..,,,,
2021,,1 last time,1 last time,1 last time,Governance,1 last time,,,,
2021,,Homelab - How I got into selfhosting and running my own homelab,Patrick Ecord,pecord11,Career Development,"It all started out so simple, just a little raspberry pi and an external USB hard drive so I'd have a network share. Next thing I know I am getting deeper into linux and into docker and into self hosting and I am buying old server hardware off ebay, making frankenstein machines and hosting services my friends and family use. I'll tell you about my journey into building a homelab and my successes and failures and what it means to run your own services.",,,,
